,Entity,Code,Year,fertilizer_quantity,Nitrogen,Potash,Phosphate,Pesticides,Water_resources,Wheat yield,Rice yield,Barley yield,Maize yield,Rye yield,Oats yield,Millet yield,Sorghum yield,Potatoes yield
3302,Spain,ESP,1992,1982221,817621.0,334000.0,423177.0,31839.0,2839.8,1.9425999,6.4480996,1.4846,7.0169997,1.1547999,0.9978,4.1853,5.6207,20.145699
3303,Spain,ESP,1993,2243593,929300.0,392000.0,496390.0,29408.0,2825.1125,2.4492,6.6693997,2.7396,6.1735997,1.9046999,1.3686,1.8879,4.566,18.3745
3304,Spain,ESP,1994,2276019,982500.0,424000.0,520900.0,31244.0,2811.6943,2.1843,6.1109,2.0951,6.8566,1.3432,1.1911,3.3781,3.7951,19.2339
3305,Spain,ESP,1995,2423682,912800.0,446000.0,509900.0,27852.0,2799.3118,1.4761,6.0459,1.4192,7.2458997,1.0188,0.63089997,2.7682998,4.2969,18.998999
3306,Spain,ESP,1996,2586567,1153100.0,458000.0,581000.0,33236.0,2787.6765,3.0016,6.9838,2.9945,8.5308,1.7695999,1.6976999,2.6562998,4.7204,21.1919
3307,Spain,ESP,1997,2626710,1041900.0,477000.0,589000.0,34023.0,2776.017,2.2498,6.8294997,2.3219,9.1501,1.4828,1.3022,2.3916,4.7633,21.6815
3308,Spain,ESP,1998,2817879,1199000.0,513000.0,655000.0,35070.0,2764.5525,2.8423998,7.0657,3.0819,9.4731,1.6685,1.7560999,2.4241998,4.5316997,23.438799
3309,Spain,ESP,1999,2787851,1181000.0,496000.0,642963.0,33614.0,2753.3699,2.0987,7.5388,2.3931,9.4808,1.7979,1.2961999,2.4241998,5.0,24.7421
3310,Spain,ESP,2000,2629290,1113700.0,467600.0,568100.0,34597.0,2741.086,3.0997,7.0660996,3.3748999,9.2157,2.0075,2.2069,2.6059,4.7033,25.9196
3311,Spain,ESP,2001,2680553,1110700.0,481300.0,603800.0,35700.0,2722.1267,2.3003,7.5794997,2.0886,9.720799,0.9941,1.4916999,2.4357998,3.8704,25.9926
3312,Spain,ESP,2002,2664340,1026546.0,491138.0,605224.0,40727.0,2683.9443,2.8346999,7.2172,2.6962,9.5142,1.7292,2.0124,2.4967,3.797,27.946
3313,Spain,ESP,2003,2654273,1198606.0,468511.0,614385.0,41586.0,2635.8428,2.9236,7.2766,2.7436,9.0408,2.0197,1.831,2.4967,3.3200998,26.359299
3314,Spain,ESP,2004,2609711,1072948.0,492571.0,588850.0,47445.0,2590.7524,3.2628,7.2015,3.3472,10.069099,1.7946,2.1738,1.9389,3.4355,27.159899
3315,Spain,ESP,2005,2304854,923764.0,398230.0,513454.0,41017.0,2547.353,1.7707,6.9165998,1.4656999,9.6098995,1.4547,1.184,1.8862,3.3971999,26.9844
3316,Spain,ESP,2006,2313025,969783.0,388187.0,452461.0,39767.0,2504.6558,2.8755,6.7992,2.5447,9.7437,1.5554999,1.8082,1.6458,3.7858,28.8421
3317,Spain,ESP,2007,2448960,985857.0,444853.0,554382.0,39286.0,2458.719,3.5691998,7.1228,3.7001,10.0027,2.339,2.464,2.0930998,3.662,28.9238
3318,Spain,ESP,2008,1571145,739757.0,319194.0,271578.0,40719.0,2419.8054,3.2482998,6.922,3.2524,9.906099,2.5397,2.3507,1.8333,3.2796998,26.216599
3319,Spain,ESP,2009,1906731,781069.0,166016.0,264211.0,35199.0,2398.467,2.7103,7.6593,2.4120998,10.0749,1.367,1.6463,2.2206,4.3472,31.8545
3320,Spain,ESP,2010,2185730,941100.0,359300.0,336700.0,39043.0,2387.4497,3.0498,7.5936,2.8258998,10.5553,1.907,2.0039,2.0037,5.1205997,29.390999
3321,Spain,ESP,2011,1966779,846700.0,314600.0,362700.0,53549.0,2378.9812,3.4475,7.58,3.0684998,11.373799,2.4558,2.2017,1.5121,4.3201,30.740599
3322,Spain,ESP,2012,2147003,843410.0,320841.0,376590.0,48668.0,2377.4373,2.3718,7.9739,2.2133,10.9164,1.5873,1.558,1.2257999,3.5584,30.4387
3323,Spain,ESP,2013,2289895,961507.0,354738.0,432904.0,54197.0,2385.24,3.6446998,7.7901998,3.5934,11.044499,2.4682,2.1546,2.2645,5.0111,30.936699
3324,Spain,ESP,2014,2269380,1101895.0,357875.0,398580.0,61067.0,2392.3813,2.9805999,7.7984996,2.501,11.4114,1.7097,1.5085,1.9983,6.5397,33.4922
3325,Spain,ESP,2015,2254211,1068103.0,380303.0,411763.0,59018.0,2394.2383,2.9236,7.7503,2.58,11.4609995,1.8539,1.6129999,1.7142999,6.0101,31.8666
3326,Spain,ESP,2016,2355313,982155.0,379007.0,414974.0,61895.0,2392.2178,3.4886,7.6450996,3.58,11.327,2.4305,2.1773,2.485,4.4758,31.138498
3327,Spain,ESP,2017,2453709,1079321.0,389629.0,436452.0,60896.4,2386.6125,2.3263,7.7616,2.2275,11.316899,1.2876999,1.5091,2.3054,4.3314,31.5961
3493,Tajikistan,TJK,1997,76623,41227.0,3400.0,6500.0,751.31,10374.249,1.2687,2.7093,0.9341,2.7501,0.6734,0.4328,0.55,0.8883,10.0289
3494,Tajikistan,TJK,1998,61618,28272.0,100.0,8500.0,676.63,10307.294,1.1448,2.4566,0.91349995,2.9815998,0.8854,0.5636,0.099999994,2.0704,10.4925995
3498,Tajikistan,TJK,2002,52182,15101.42,741.12,16162.24,377.88,9700.761,1.7897999,2.8523,1.4482,3.5117,1.1777999,0.99079996,0.91889995,1.2353,15.802199
3499,Tajikistan,TJK,2003,50964,5298.98,2620.44,9806.78,303.19,9510.689,1.9715999,3.4603999,1.4900999,3.7698998,1.3333,0.9113,0.3333,1.4327999,18.2134
3500,Tajikistan,TJK,2004,50458,6294.04,2078.34,11115.15,228.5,9330.701,1.9897,3.6408,1.461,4.6811,1.5433999,0.83059996,0.35,1.7786,18.3006
3502,Tajikistan,TJK,2006,50437,13390.41,1656.37,10891.03,241.9,8991.958,1.9966999,3.1415,1.6105,3.774,1.3666999,1.4323,0.7,1.4239999,19.8508
3503,Tajikistan,TJK,2007,48749,10781.95,311.96,988.76,247.9,8828.123,2.35,3.0707,1.6794,4.0109,1.0933,1.1158,0.77779996,1.6315999,21.8368
3504,Tajikistan,TJK,2008,54452,7836.64,162.25,177.22,253.5,8663.923,1.9865999,5.2616,0.8885,9.3984995,1.9774,0.60649997,0.75509995,1.0687,23.7053
3505,Tajikistan,TJK,2009,56123,6023.58,1531.55,1557.31,258.1,8496.911,3.0342999,4.3557997,1.7564,9.889299,1.3211,1.1662999,0.76559997,0.8889,23.1535
3506,Tajikistan,TJK,2010,56968,6023.58,120.02,1021.25,262.1,8326.14,3.0159,5.174,1.6767,12.052099,1.9663999,1.1567999,0.8551,1.7839999,23.9308
3507,Tajikistan,TJK,2011,58722,4210.53,176.48,485.2,264.6,8151.763,2.3358998,5.8185997,1.0422,12.1228,1.3866999,0.7873,0.7568,0.7981,23.5049
3508,Tajikistan,TJK,2012,55292,6183.61,175.8,405.6,264.6,7975.9873,2.6757998,6.2517,1.405,12.566999,1.6855999,1.0509,0.2932,2.9443998,23.7444
3509,Tajikistan,TJK,2013,57887,7033.27,165.65,2412.21,264.6,7799.317,2.9735,6.6591997,1.6941999,12.482699,2.0047,1.176,0.625,3.3999999,25.139599
3510,Tajikistan,TJK,2014,65373,12376.89,514.23,3967.65,264.6,7621.589,2.968,7.1959996,1.5426999,13.2809,1.6915,0.7309,1.3170999,3.0,24.0199
3511,Tajikistan,TJK,2015,67378,16438.25,481.49,1303.91,264.6,7444.8066,3.0319998,7.2908998,1.7912999,10.5815,1.6939,1.2206,1.938,1.2083,22.307
3512,Tajikistan,TJK,2016,66291,7937.29,294.5,1640.18,264.6,7273.0874,3.0828,7.0534,1.8291999,12.3633995,2.21,1.2873,1.3949,1.7666999,21.6013
3513,Tajikistan,TJK,2017,67449,7937.29,962.75,5948.88,264.6,7109.946,3.1471,7.8041997,1.8949,13.0776,2.2187,1.3119,2.9521,1.8888999,19.2759
3514,Tajikistan,TJK,2018,66160,7937.29,1110.27,3307.42,264.6,6952.1343,3.0483,7.6489997,1.5055,14.8868,2.6276999,1.2006999,2.6,6.2228,19.431799
3515,Tajikistan,TJK,2019,75974,70097.0,1291.4,6222.91,264.6,6796.6133,3.1704998,8.5882,2.1752,13.7338,3.7182,1.4927,2.5809999,1.1444,19.2809
3680,Turkey,TUR,2004,2106161,1366302.0,87565.0,590148.0,28831.0,3348.8198,2.2658,7.001,2.5093,5.5076,1.8958,2.1364,1.7949,2.3332999,26.830599
3681,Turkey,TUR,2005,2131838,1372053.0,93816.0,601606.0,40332.0,3303.9944,2.3309,7.0664,2.6167998,7.0,2.0928,2.0317,2.0184999,2.3256,26.654
3682,Turkey,TUR,2006,2181512,1406323.0,98875.0,605316.0,27421.0,3261.432,2.3595,7.0273,2.6227999,7.2138996,2.0656,2.086,1.933,2.6023,27.607698
3683,Turkey,TUR,2007,2042106,1357105.0,110739.0,517749.0,48715.51,3221.2805,2.1675,6.9084,2.2042,6.8381,1.8263999,2.0279999,2.042,3.2222,27.642199
3684,Turkey,TUR,2008,1608810,1133068.0,89508.0,328791.0,37640.2,3182.8054,2.3451,7.5716,2.1678998,7.1987996,1.9858999,2.1787,1.9248999,3.0811,28.294699
3685,Turkey,TUR,2009,2109936,1529581.0,69753.0,633258.0,37651.15,3142.9282,2.5667,7.7764997,2.4519,7.1878,2.4791,2.3552,2.1863,5.1316,30.598598
3686,Turkey,TUR,2010,1998631,1427716.0,70281.0,605668.0,38554.69,3101.29,2.44,8.689899,2.4168,7.2613997,2.5944,2.3262,2.3088999,7.0968,32.3303
3687,Turkey,TUR,2011,1906766,1259055.0,98256.0,489990.0,39534.43,3060.3777,2.7038,9.0559,2.6612,7.1706996,2.8658,2.5428998,2.3402,6.9231,32.4041
3688,Turkey,TUR,2012,2129112,1431615.0,101233.0,531980.0,42610.59,3015.5117,2.6722999,7.3539,2.5830998,7.3883996,2.5834,2.3652,1.653,7.6,28.038399
3689,Turkey,TUR,2013,2381938,1583872.0,105705.0,622557.0,39440.0,2964.3708,2.8451,8.138,2.9069998,8.9499,2.6536999,2.5417,2.3353,2.6543999,31.5329
3690,Turkey,TUR,2014,2253751,1492839.0,117167.0,570236.0,39722.72,2906.0808,2.4294,7.4856,2.3171,9.0748,2.6506999,2.2433999,2.5575,4.0499997,32.4475
3691,Turkey,TUR,2015,2278464,1486568.0,131599.0,584569.0,39026.0,2850.1055,2.8803,7.9409,2.8832,9.3271,2.9471998,2.4166,2.3459,4.0,30.948898
3692,Turkey,TUR,2016,2884472,1896479.0,118311.0,792490.0,50054.0,2801.7983,2.707,7.9272,2.4815,9.4182,2.6311998,2.264,2.3091,3.0,32.8252
3693,Turkey,TUR,2017,2746208,1764638.0,124945.0,754750.0,54098.0,2765.2634,2.806,8.2188,2.9359,9.251599,3.168,2.2152,2.1799,3.0,33.6014
3694,Turkey,TUR,2018,2270553,1527588.0,115512.0,521058.0,60020.0,2741.2378,2.744,7.8244,2.6911,9.635799,2.8853998,2.4573998,2.119,3.0,33.4795
3695,Turkey,TUR,2019,2554561,1682549.0,116500.0,667367.0,51297.0,2719.1594,2.7811,7.9101996,2.6564999,9.403399,2.7672,2.4187,2.7043,4.0,35.3766
3754,Ukraine,UKR,1992,3781930,1338000.0,822000.0,532000.0,66772.0,1056.5594,3.0925999,3.7721999,2.9503,2.5072,2.3205,2.5340998,1.1769,0.85709995,11.890599
3755,Ukraine,UKR,1993,2363619,841000.0,242000.0,262000.0,61843.46,1055.9763,3.7979999,2.9564998,3.2147,2.8444998,2.3646998,2.8999999,1.4923999,0.7143,13.6956
3756,Ukraine,UKR,1994,2108061,774000.0,220000.0,140000.0,56914.93,1061.2195,3.0744998,3.5909,2.8493,2.3614,1.9772999,2.2946,0.88269997,0.59999996,10.5449
3757,Ukraine,UKR,1995,1774042,625000.0,135000.0,130000.0,51986.39,1069.6371,2.9699,3.6409,2.1828,2.9206998,1.9899999,1.9932,1.6962999,0.89419997,9.6233
3758,Ukraine,UKR,1996,1323339,373000.0,55000.0,97000.0,47057.85,1079.1691,2.2993,3.5518,1.6716,2.7365,1.7439,1.5172,0.8915,0.7143,11.8859
3759,Ukraine,UKR,1997,1256907,413000.0,45000.0,104000.0,42129.32,1089.0491,2.8277,2.8889,1.9998,3.2628,1.9369999,1.9188999,1.4611,0.8675,10.5875
3760,Ukraine,UKR,1998,1103997,406000.0,31990.0,76000.0,37200.78,1098.8243,2.6478999,3.0286,1.648,2.5342,1.6234,1.3485,0.9345,0.6087,10.1804
3761,Ukraine,UKR,1999,976611,327000.0,28000.0,62000.0,32272.25,1109.2322,2.2903,2.9041,1.8486999,2.5219998,1.4738,1.4374,0.9167,0.6964,8.2026
3762,Ukraine,UKR,2000,960923,350000.0,28000.0,62000.0,27343.71,1120.4539,1.9756,3.5595,1.8628,3.0091,1.5174999,1.8324,1.1625999,1.1458,12.163199
3763,Ukraine,UKR,2001,933070,380000.0,33000.0,61000.0,22415.17,1132.291,3.102,3.6548,2.5979,3.2424998,2.0729,1.9962,1.0605,0.9952,10.807899
3764,Ukraine,UKR,2002,1005445,443492.0,42436.0,33129.0,17486.64,1143.095,3.0455,3.9894,2.4957,3.5167,2.0163,1.8505,1.0489,1.3276,10.4374
3765,Ukraine,UKR,2003,979519,359617.0,75226.0,77638.0,12558.1,1152.4075,2.9385,3.75,1.4851999,3.4569,1.5792999,1.7294999,1.3208,1.2903,11.6283
3766,Ukraine,UKR,2004,1003637,345280.0,102327.0,85683.0,15344.4,1161.1825,3.1661,3.7745998,2.4552,3.8558,2.2235,1.9729999,1.2185999,1.8258,13.338599
3767,Ukraine,UKR,2005,1057834,376880.0,79430.0,101620.0,23021.7,1169.7229,2.8457,4.3458,2.0630999,4.3185,1.7313,1.7571,1.1678,2.6815999,12.838799
3768,Ukraine,UKR,2006,1237148,466820.0,103660.0,128850.0,28832.6,1177.6578,2.5307999,4.6064997,2.1659,3.7352,1.6229,1.5604999,1.0785999,1.8586999,13.3199
3769,Ukraine,UKR,2007,1263657,578160.0,149470.0,168810.0,36476.0,1184.7079,2.342,5.1184998,1.4628999,3.9001,1.6672,1.5292,0.92029995,1.5066999,13.1439
3770,Ukraine,UKR,2008,1451059,735780.0,155450.0,173490.0,54080.5,1191.1405,3.6697998,5.0859,3.0263999,4.6910996,2.2913,2.1203,1.5553,2.066,13.8728
3771,Ukraine,UKR,2009,1292364,634910.0,118220.0,133630.0,36444.7,1196.439,3.093,5.8327,2.3697,5.0195,2.0683,1.7578,1.3643,2.1276,13.9298
3772,Ukraine,UKR,2010,1261324,774610.0,128610.0,157420.0,62534.6,1201.2014,2.6815999,5.0512,1.9655,4.5147,1.6657,1.4751999,1.3728,2.1394,13.248099
3773,Ukraine,UKR,2011,1940940,898880.0,169250.0,195180.0,79491.7,1205.5287,3.3532999,5.7398996,2.4694,6.4445996,2.0742,1.8064,1.7825999,2.6371999,16.8039
3774,Ukraine,UKR,2012,2095723,930100.0,194980.0,221450.0,90814.8,1208.5098,2.7998998,6.1938,2.1064,4.7946,2.2726998,2.0913,1.0321,1.523,16.1001
3775,Ukraine,UKR,2013,1828246,1042910.0,213750.0,237050.0,86781.8,1211.2646,3.3931,5.9937997,2.3388,6.4119,2.2833,1.9365,1.3076,2.7409,15.966399
3776,Ukraine,UKR,2014,1801484,1021160.0,209360.0,241120.0,78201.0,1217.0836,4.0119,4.9881997,3.0121999,6.1589,2.5823998,2.5142,1.7996999,2.6980999,17.6447
3777,Ukraine,UKR,2015,1719814,984960.0,206840.0,223210.0,64986.5,1220.2675,3.8792,5.3427,2.9545999,5.7125998,2.5932999,2.3207,1.9007,3.7208998,16.142
3778,Ukraine,UKR,2016,2021136,1197380.0,244460.0,287010.0,51772.0,1224.3173,4.2056,5.3917,3.3000998,6.6024,2.7266998,2.3964,1.7610999,3.899,16.583
3779,Ukraine,UKR,2017,2313640,1365310.0,299340.0,363430.0,38557.5,1229.0565,4.1096997,5.0346,3.3119998,5.5056,2.9699,2.3832998,1.5051999,2.7958,16.783699
3780,Ukraine,UKR,2018,2623845,1404913.0,335378.0,410347.0,25343.0,1234.8026,3.7242,5.4929,2.9582,7.8438997,2.6534998,2.1371999,1.4682,4.6296,17.049799
3781,Ukraine,UKR,2019,2414829,1467547.0,307770.0,367153.0,24325.0,1241.3767,4.1566,5.1970997,3.4174,7.1949,2.9002,2.32,1.8191999,4.1032,15.486899
3812,United States,USA,1990,20804244,10176271.0,4610215.0,3863050.0,400975.94,11289.023,2.6567,6.1974998,3.0167,7.4373612,1.7028999,2.1567,1.5,3.9592,32.880898
3813,United States,USA,1991,21038543,10336356.0,4559103.5,3820176.0,384646.38,11139.177,2.3037999,6.4231,2.9693,6.816012,1.5468,1.8161,1.4438,3.7192998,34.0579
3814,United States,USA,1992,21303748,10351344.0,4627687.5,3944951.5,400975.9,10985.755,2.6432998,6.4294,3.3609,8.253275,1.8364999,2.3472,1.4477999,4.5579,36.2533
3815,United States,USA,1993,22649973,11095166.0,4732958.5,4070489.0,391903.88,10841.839,2.5699,6.1763,3.1711,6.320188,1.7034,1.9497,1.4512999,3.7605,36.509098
3816,United States,USA,1994,21598077,10907665.0,4703148.0,4049097.2,425922.7,10709.698,2.527,6.6850996,3.0249999,8.698889,1.749,2.0479,1.454,4.5632997,37.986797
3817,United States,USA,1995,22371078,10986467.0,4722725.0,4069944.8,423201.53,10582.925,2.4064999,6.3006997,3.0792,7.1235485,1.6407,1.9573,1.5008,3.4882,36.2537
3818,United States,USA,1996,22697659,11191172.0,4860473.5,4153134.2,433180.38,10460.515,2.4389,6.8592997,3.1478999,7.977119,1.6257,2.0702,1.4573,4.2263,39.244698
3819,United States,USA,1997,22573482,11181743.0,4853687.5,4185702.5,434540.75,10335.33,2.6574,6.6099,3.1238,7.952014,1.6152999,2.1325,1.4606,4.3422,38.6777
3820,United States,USA,1998,22028276,11254587.0,4619777.0,3985521.2,424562.12,10215.549,2.9034,6.3473,3.231,8.435286,1.8261,2.1605,1.5037999,4.2256,38.4419
3821,United States,USA,1999,21970884,11224506.0,4503638.0,3888560.2,433633.97,10098.91,2.8725998,6.5752997,3.1999998,8.397629,1.8089,2.1362998,1.8586999,4.3722997,40.2366
3822,United States,USA,2000,21180144,10703441.0,4485439.5,3882645.5,430005.22,9987.156,2.8237998,7.0397,3.2881,8.592192,1.7781999,2.3011,1.1086999,3.8226,42.7161
3823,United States,USA,2001,22010792,10752683.0,4499138.0,4065027.8,411407.94,9888.797,2.7017999,7.2806997,3.1267,8.673783,1.7314,2.2072,1.859,3.7609,40.180298
3824,United States,USA,2002,21767474,10969768.0,4490927.0,3892276.0,416851.03,9797.473,2.3567,7.3729997,2.9608998,8.115197,1.5483999,2.0217,0.7475,3.1776998,40.5669
3825,United States,USA,2003,23601274,11818621.0,5007750.5,4376712.5,417758.25,9713.626,2.9712,7.4758997,3.1673,8.924833,1.6988,2.3327,1.035,3.3098998,41.0985
3826,United States,USA,2004,22475141,11191484.0,4693229.5,4207522.5,425015.72,9624.143,2.9025998,7.8328,3.7429,10.060836,1.7271,2.3221,1.4189999,4.3687997,43.815197
3827,United States,USA,2005,21664706,10925951.0,4284542.5,4062917.5,388275.16,9535.844,2.8230999,7.4245,3.4873,9.282579,1.6955999,2.2598,1.4875,4.2976,43.730297
3828,United States,USA,2006,23192147,11969758.0,4656851.0,4147376.2,392810.66,9444.336,2.5986,7.7313,3.2846,9.357896,1.6477,2.1447,1.2027999,3.5194,44.0949
3829,United States,USA,2007,21904074,11395419.0,4227208.5,3852722.8,400068.16,9354.94,2.7045999,8.0917,3.2279,9.458315,1.5719999,2.1566,1.8213999,4.5971,44.433598
3830,United States,USA,2008,18535788,10397607.0,2794582.5,2846292.0,379202.9,9266.872,3.0175,7.6731,3.4071999,9.621498,1.8248999,2.2842,1.8127999,4.0848,44.437298
3831,United States,USA,2009,21268848,11097590.0,4045862.2,3775158.5,358337.7,9185.989,2.9896998,7.9413,3.915,10.318162,1.6982,2.4369,1.8769,4.3533998,46.4446
3832,United States,USA,2010,22180228,11624755.0,4146106.2,3896449.0,374818.2,9110.096,3.1167,7.5375,3.9338999,9.577564,1.7387999,2.3172,1.7809,4.5118,44.943798
3833,United States,USA,2011,22754266,12231299.0,4185750.2,3945618.5,391298.7,9044.125,2.9422,7.9209,3.7159998,9.213542,1.5891,2.0547,1.5169,3.3888,44.6923
3834,United States,USA,2012,23254338,12249080.0,4399120.0,4261953.5,407779.2,8978.0205,3.1153998,8.3651,3.5986,7.726069,1.6424999,2.1943998,0.84059995,3.1130998,45.7762
3835,United States,USA,2013,23450616,12060839.0,4766348.5,4258869.5,407779.2,8916.03,3.1673,8.623199,3.8358,9.922758,1.7219,2.2977998,1.6193999,3.7396,46.3577
3836,United States,USA,2014,22358913,11802201.0,4304138.0,3870503.5,407779.2,8850.883,2.9378,8.4918995,3.9115,10.732395,1.749,2.4338,1.7572,4.2416997,47.1507
3837,United States,USA,2015,22463328,11829381.0,4437563.0,3944392.0,407779.2,8785.96,2.9299,8.3722,3.7082999,10.569212,2.0042999,2.5168,1.8982999,4.7709,46.899998
3838,United States,USA,2016,23139263,11644829.0,4498031.5,3948544.0,407779.2,8722.5205,3.5407999,8.1121,4.1931,10.958341,1.7457999,2.3676999,2.0448,4.8912,48.6408
3839,United States,USA,2017,23439050,11581693.0,4554114.0,4009797.8,407779.2,8667.512,3.1174998,8.4147,3.9283,11.083865,2.1448998,2.212,2.0705,4.5031,48.3887
3840,United States,USA,2018,21682980,11627053.0,4408963.0,3982581.8,407779.2,8622.003,3.2005,8.6213,4.1674,11.071312,1.9386,2.3274,1.6661999,4.5266,49.727398
3841,United States,USA,2019,22404329,11672412.0,4304636.0,3973510.0,407779.2,8582.829,3.4745998,8.375899,4.1784997,10.512726,2.1506999,2.307,2.0016,4.5845,50.752197
